X;Y;osm_id;type;name;brand;operator;wheelchair
4.8409227;45.7574517003784;node/10008282346;bicycle;Holland Bikes Lyon 3;;;
4.8450802;45.7594830003782;node/10044356583;bicycle;Les ateliers de l'audace;;;yes
4.86761;45.7566388003786;node/10075809319;bicycle;Velograma;;;no
4.8742107;45.7501900003795;node/10101677628;shoemaker;Cordonnerie Jacques;;;
4.8361329;45.7769460003757;node/10121138111;atelier;Garance;;;
4.8361606;45.7774426003756;node/10121174412;atelier;Atelier Là-Haut;;;
4.8296589;45.7587009003783;node/10121852805;tea;Machi Machi;;;
4.8323588;45.7793393003753;node/10129682255;deli;La Ferme des Perrelles;;;
4.8327271;45.7794251003753;node/10132411724;florist;Rhizomes;;;
4.8329396;45.7795497003753;node/10132416817;shoe_repair;Cordonnier pailleron;;;
4.8186856;45.7405734003808;node/10132989105;tea;;Kusmi Tea;;yes
4.8657943;45.7567676003785;node/10159164976;frame;Bel Encadrement;;;yes
4.8645127;45.7636179003776;node/10162301442;bicycle;Cycletic Café-Vélo;;;
4.8532345;45.7342521003817;node/10178670571;painter;E.S.Concept;;;
4.8527354;45.7365632003814;node/10178670573;clockmaker;Centre Horlogerie;;;
4.8527168;45.7371880003813;node/10178671297;butcher;L'Aziza;;;
4.8570936;45.7478024003798;node/10181383129;fabric;Ursule en Ville;;;
4.8293247;45.7687870003768;node/10199566176;bicycle;Baroudeur Cycles - Le Magasin;"Surly;Joker;Omnium Cargo;Le Petit Porteur;VanMoof";;no
4.8351132;45.760898500378;node/10249993509;beverages;Mariage;Mariage Frères;;
4.8464744;45.7725969003763;node/10255675657;tailor;Alexandre;;;
4.8440923;45.7496354003795;node/1029543032;bicycle;Lyon Cycle Chic;"Brompton Bicycle;Babboe;Butchers & Bicycles;Larry vs Harry;Douze;Tern";;
4.8351777;45.767949600377;node/10575306446;bicycle;Reco Cycle;;SARL Reco Mobilité;
4.8563109;45.7640386003775;node/10587111218;dressmaker;;;;
4.8291466;45.7577564003784;node/10648606005;art;Atelier Milo;;;
4.8293093;45.7582218003783;node/10652337327;watchmaker;L'atelier horloger Lyon;;;
4.829548;45.7585441003783;node/10652848659;wine;Vins Nature Lyon 2ème - Bellecour;;Vins Nature Lyon;
4.8295172;45.7585011003783;node/10652848660;art;Krom Galerie;;;
4.816043;45.7568475003785;node/10672625305;florist;Flora Moda;;;
4.8271986;45.774683500376;node/10692763820;deli;Priscilla's Lifestyle;;;
4.8310453;45.7298445003823;node/10706992143;country_store;La Vie Claire;;;
4.8307362;45.7544781003788;node/10731311706;tea;Human & Tea;;;
4.8359339;45.7597849003781;node/10758807919;art;Émilie Ettori Illustration;;;
4.8365443;45.7622588003778;node/10769531673;bicycle;Au 31 Du Cycle;;;
4.8072585;45.7802805003752;node/10795126638;deli;Nano Casa;;;
4.831805;45.7540902003789;node/10819647141;antiques;Antika;;;
4.8323862;45.7542184003789;node/10819647142;deli;La maison du marron;;;
4.8360793;45.7358459003815;node/10833595305;florist;Un jardin à Lyon;;;
4.832562;45.7600229003781;node/10837226717;luthier;Jean Yves Rouveyre;;;
4.8278273;45.7684584003769;node/10948826841;art;;;;
4.8548151;45.767656500377;node/10978857175;upholsterer;Dorian Van Asch;;;
4.8558184;45.767755200377;node/10978857181;second_hand;Lyon Cash;;;
4.8353229;45.7633610003776;node/10984735505;deli;La Chambre Aux Confitures;;;
4.8354132;45.7633602003776;node/10984735506;deli;Bonnard;;;
4.8782911;45.7277559003826;node/10989179982;butcher;Rouffiange;;;
4.8920998;45.753502500379;node/11002893295;bicycle;Montcycle;;;limited
4.8911014;45.753354100379;node/11021745315;florist;Le Jardin Des Frangines;;;yes
4.8542862;45.767599200377;node/11061748685;leather;Make My Bag;;;
4.8450578;45.7667587003771;node/11061758633;florist;Atelier 3 Couleurs Vert;;;
4.8449282;45.7668917003771;node/11061758634;dressmaker;Marylène Couture;;;
4.8078561;45.7734643003762;node/11096829678;greengrocer;Terre lyonnaise;;;
4.8082358;45.7736373003761;node/11096833936;florist;Virginie P;;;
4.8641283;45.7333241003818;node/11099005906;greengrocer;Pause Primeur;;;
4.8320933;45.753680900379;node/11128443207;tea;FBKT;;;
4.8561203;45.7682559003769;node/11196052073;bicycle;Cycles Pichon;;;
4.8321984;45.7768490003757;node/11211911945;tea;Palais des Thés;;;limited
4.8533767;45.731893700382;node/11220221979;florist;Sanfleurine;;;
4.866883;45.7370814003813;node/11228952193;tailor;Retouche Couture Repassage;;;
4.8829186;45.7354377003815;node/11233123018;upholsterer;Le clou d'or;;;
4.8811242;45.7367379003813;node/11234094823;alcohol;La Cave;;;
4.83072;45.7598785003781;node/11248569737;alcohol;Le Petit Ballon;;;
4.8284459;45.7712069003765;node/11327954979;second_hand;Frip' & Cheap;;;
4.8652147;45.7400855003809;node/11330717131;butcher;La Ronde;;;
4.8413299;45.7642268003775;node/11331989452;bicycle;Velcroc;;;
4.8635168;45.7377329003812;node/11352522515;farm;La micro-ferme des États Unis;;;
4.8323249;45.7780704003755;node/11366176848;bicycle;Centaur Bike;;;
4.8761997;45.7296545003823;node/11380836325;butcher;Boucherie Paul Santy;;;
4.8622228;45.7657182003773;node/11432889032;greengrocer;AMAP Bellecombe;;;
4.876826;45.7239895003831;node/11442946672;bicycle;La 8ème roue;;SP Actions;
4.7947792;45.7855580003744;node/11453972417;bicycle;Recyclerie sportive;;;
4.8741485;45.7432447003804;node/1149047201;florist;Monceau Fleurs;Monceau Fleurs;;yes
4.842593;45.7566431003785;node/1270820061;bicycle;Vélonaute Liberté;;;limited
4.8267;45.7598504003781;node/1275893079;florist;EmilienCoralie.com;;;
4.827279;45.7595230003782;node/1275893081;butcher;Maison Fauci;;;
4.8354479;45.760811900378;node/1316021630;florist;Jérôme B. Fleuriste;;;
4.8300857;45.7775529003756;node/1326601559;bicycle;Vélos et Compagnie;;;
4.8529466;45.7517007003792;node/1336704720;florist;L'échappée végétale;;;yes
4.8675573;45.753711800379;node/1345323858;greengrocer;Cerise et Potiron;Cerise et Potiron;;yes
4.8666674;45.7543348003789;node/1345495942;butcher;Boissy;;;no
4.8556414;45.7660760003772;node/1395844972;florist;Camille Fleurs;;;yes
4.8417304;45.7573706003785;node/1407128782;bicycle;Velostrada;;;
4.8619861;45.7679910003769;node/1423489846;bicycle;Cycles Blain - Manudany;;;limited
4.8271515;45.7590782003782;node/1425583308;cheese;La Crémerie Lyonnaise;;;
4.8252935;45.7672558003771;node/1480228032;bicycle;Vélo Station;;;
4.8534583;45.7354849003815;node/1503957845;bicycle;Cyclexperts;;;limited
4.8809549;45.7329859003819;node/1545758560;florist;Planet'Flor;;;
4.8331777;45.7569188003785;node/1606672731;florist;Aux Fleurs du Sud;;;
4.8544064;45.7531636003791;node/1728037453;deli;L'épicerie Afghane;;;no
4.8441379;45.7694271003767;node/1873135247;butcher;Boucherie Perrot;;;
4.8329285;45.7649196003774;node/1874833140;tea;Le Palais des Thés;;;no
4.8304639;45.7687096003769;node/1975481513;alcohol;Récoltant - Manipulant;;;
4.8309008;45.7680994003769;node/1975481521;butcher;Dugelay Didier;;;
4.8345719;45.7672286003771;node/1975521466;alcohol;Nicolas;Nicolas;;
4.8050691;45.7752095003759;node/2017222913;alcohol;La Cave de Valmy;;;
4.805622;45.7729781003762;node/2017222964;butcher;Délices de la Soummam;;;
4.8321535;45.7754836003759;node/2019632289;florist;Emilien&Coralie Artisans Fleuristes;;;
4.8299959;45.7739962003761;node/2074329348;butcher;Matisse L'Artisan de la viande;;;
4.8290892;45.7739557003761;node/2074329353;chocolate;Voisin;Voisin;;
4.8276918;45.7738416003761;node/2074329355;cheese;Cheese Street;;;yes
4.8412729;45.7547240003788;node/2077035522;alcohol;Lugduwine La Cave;;;
4.8424884;45.7573632003784;node/2077197531;chocolate;Voisin Liberté;Voisin;;
4.8474388;45.753597300379;node/2083923589;alcohol;20 000 Lieues sous la Bière;;;
4.8048147;45.7791642003754;node/2102107084;butcher;La Boucherie du Métro;;;
4.8455916;45.7542506003789;node/2108856948;alcohol;Nicolas;Nicolas;;yes
4.8295437;45.7538338003789;node/2159550293;chocolate;Voisin Victor Hugo;Voisin;;
4.8440779;45.7520795003792;node/2204906216;butcher;Boucherie Djemai;;;yes
4.8508183;45.760672900378;node/2211606949;florist;Bonzaï Studio;;;
4.845192;45.7564883003786;node/2212084413;butcher;Boucherie Eric;;;
4.8461804;45.7562731003786;node/2212084414;butcher;Boucherie de L'Avenir;;;
4.8453566;45.7564205003786;node/2212084417;butcher;Chez Meddah;;;
4.8456949;45.7559993003786;node/2212507926;butcher;Boucherie de L'Orient;;;
4.8426691;45.7561180003786;node/2213813159;bicycle;Bros BMX;;;
4.8422186;45.7560955003786;node/2216989723;cheese;Laiterie de Lyon;;;yes
4.8423138;45.7560581003786;node/2216989726;butcher;El Baraka;;;
4.8460345;45.7526335003791;node/2217042329;bicycle;Cyclable Jean Jaurès;;;
4.830029;45.7589351003782;node/2232171098;chocolate;Richart Lyon 2e;Richart;;
4.8417676;45.7541692003789;node/2242909196;butcher;Boucherie Bachir;;;
4.8487825;45.7508744003794;node/2243036388;florist;Lili Flora;;;no
4.8314297;45.767461800377;node/2267863542;alcohol;La Vieille Réserve;;;yes
4.8277975;45.7794521003753;node/2280843782;bicycle;Vélonaute Croix-Rousse;;;yes
4.8086978;45.7881829003741;node/2404539234;alcohol;Cave d'Or;;;
4.8085503;45.7882652003741;node/2404539291;florist;Fleuriste Mont d'Or;;;
4.8656607;45.7442792003803;node/2408907901;alcohol;Cave Monplaisir;;;
4.8271376;45.7590044003782;node/2433758776;alcohol;Cavavin;Cavavin;;
4.8312681;45.767819100377;node/2457712083;butcher;Boucherie Grine;;;
4.8340167;45.7672104003771;node/2457712092;chocolate;Voisin Terreaux;Voisin;;
4.7987606;45.7566019003786;node/2462536391;wine;Les Caves Nysa;;;
4.7988822;45.7565978003786;node/2462536392;florist;Coup de Charme;;;
4.7977905;45.7562689003786;node/2462536393;butcher;Maison Vessière;;;
4.8247044;45.7672621003771;node/246746079;bicycle;Culture Vélo Lyon-Centre;;;
4.8267426;45.7672586003771;node/246746974;bicycle;Véran des Villes;;;yes
4.8303856;45.7681145003769;node/2470725715;alcohol;Jardin de la Martinière;;;
4.8324537;45.767697300377;node/2474926879;musical_instrument;Accord Lutherie;;;
4.8281721;45.7623552003778;node/2476288479;alcohol;Antic Wine;Antic Wine;;yes
4.8300613;45.7529255003791;node/2476993836;butcher;Boucherie Jeandel;;;
4.8439454;45.7566328003786;node/2483591200;butcher;Grande Boucherie de la Place du Pont;;;
4.8288555;45.7639570003775;node/2485082881;musical_instrument;Pick et Boch;;;
4.8342358;45.7683447003769;node/2502529831;farm;Ma Ferme en Ville Terreaux;Ma Ferme en Ville;;
4.8310999;45.760493700378;node/2504142145;florist;Le Jardin Célestin;;;
4.8297987;45.7521671003792;node/2560866768;butcher;Boucherie Franklin;;;no
4.8310364;45.7516499003793;node/2587850796;cheese;Fromagerie de la Charité Mons;Mons;;
4.8611981;45.7467785003799;node/2600535832;florist;La Boutik;;;
4.8629091;45.7382305003811;node/2600552056;florist;Aux Belles Fleurs;;;
4.8478349;45.7501563003795;node/2600858743;florist;Le Jardin Saint-Louis;;Pascale et Antoine Navarro;yes
4.845983;45.7563536003786;node/2609752431;butcher;Rose d'Orient;;;
4.8333111;45.7761473003758;node/2612234121;greengrocer;Le Potagé;;;
4.8382439;45.7472238003799;node/2628211956;alcohol;Relais des Caves;;;
4.8672108;45.7547226003788;node/2663770295;florist;Le Liseron;;Fleurop-Interflora;yes
4.8572144;45.7690645003768;node/270470628;greengrocer;Cerise et Potiron;Cerise et Potiron;;
4.8636102;45.7405370003808;node/2810896651;tea;Chabiothé;;Chabiothé;
4.8073018;45.7771805003756;node/2857914674;florist;Carré Fleurs;;;
4.8054135;45.7788061003754;node/2857914681;butcher;Boucherie de la Place;;;
4.8441444;45.7727348003763;node/2900509365;butcher;Favier;;;
4.8442426;45.7563762003786;node/2908513101;butcher;Boucherie de la Place;;;
4.8442562;45.7562883003786;node/2908513102;butcher;Chez Houcine;;;
4.8475117;45.7671337003771;node/2920496401;bicycle;Eco-triporteur Delano;;;
4.8621429;45.74647270038;node/2924470593;bicycle;Vélonaute Frères Lumière;;;
4.8415001;45.7514837003793;node/2953254706;bicycle;L'Atelier du Chat Perché;;;yes
4.8285703;45.7654105003773;node/2974463352;chocolate;Guillaume Daix - Chocolatier Créateur;;;
4.8448915;45.7499610003795;node/2985734585;greengrocer;Cerise et Potiron;Cerise et Potiron;;yes
4.8447264;45.7496873003795;node/2985734587;cheese;L'Art des Choix;;;yes
4.8477557;45.7494557003796;node/2987542171;butcher;Boucherie Moraud;;;yes
4.8457302;45.7502222003795;node/2990794838;deli;Domo de Jana;;;yes
4.8452742;45.7504298003794;node/2990794840;tea;En Aparthé;;;yes
4.8455722;45.7502905003795;node/2990794843;alcohol;Vert Coquin;;;limited
4.8458719;45.7499060003795;node/2990794844;butcher;Boucherie Menut;;;yes
4.845809;45.7499336003795;node/2990794845;florist;Iris Fleurs;;;
4.8419229;45.7520069003792;node/3044384212;bicycle;Atelier cycle Lyon 3;"Bern;Kryptonite;Kona;Surly;Ortlieb";;yes
4.8375667;45.7469237003799;node/3060897999;florist;Au jardin de Jules Guesde;;;
4.8378486;45.7469112003799;node/3060898000;butcher;Boucherie Bressane;;;
4.8293236;45.7579398003784;node/3063959844;deli;L'Artisanat Monastique;;;
4.8457033;45.7589838003782;node/3066189879;florist;Amour Floral;;;
4.8465772;45.7568554003785;node/3066189894;chocolate;Janin Chocolaterie;;;
4.8525921;45.7690596003768;node/3139833295;butcher;Maison Vessiere;;;
4.8522903;45.7691481003768;node/3139833298;deli;Maison Godard;;;
4.8525561;45.7692116003768;node/3139833301;cheese;Tête d'Or;;;no
4.8555532;45.7683859003769;node/3139885748;butcher;Boucherie Philippe Demules;;;yes
4.8703813;45.7441951003803;node/3143310367;butcher;Maison Vessière;;;yes
4.8560234;45.7632553003776;node/3161686630;brewery;Brasserie Deruelle;;;yes
4.8313368;45.7587908003783;node/3161728484;musical_instrument;Bellecour Musiques;;;
4.8238819;45.74667990038;node/3194037969;butcher;La Maison;;;yes
4.8568489;45.7692098003768;node/3239699879;alcohol;Nouvelle Cave;;;
4.8523238;45.7690094003768;node/3239699886;butcher;Boucherie Cacher William;;;
4.8522802;45.7691971003768;node/3270028974;greengrocer;Cerise et Potiron Tête d'Or;Cerise et Potiron;;
4.8489641;45.7712269003765;node/3270028975;greengrocer;Cerise et Potiron;Cerise et Potiron;;
4.855294;45.7683492003769;node/3270028977;greengrocer;Les Jardins de Provence;;;no
4.8440934;45.7485981003797;node/3304014207;butcher;Maison Guerra Lavigne;;;yes
4.8257084;45.8003700003723;node/3374422785;florist;Le secret d'une fleur;;;
4.8439896;45.7484195003797;node/3379784894;tea;Eclos;;;
4.8435802;45.74669020038;node/3397225195;tailor;Donara Ziani Couture;;;
4.8433812;45.7698667003767;node/3423629362;bicycle;Cyclable Foch;"Yuba;Babboe;Douze;Kiffy";;limited
4.8478794;45.7689406003768;node/3478281193;chocolate;Bernachon;Bernachon;Bernachon;
4.8504504;45.7696658003767;node/3478281201;butcher;Boucherie Alain Correas;;;
4.8354668;45.7752397003759;node/3576652059;beverages;Le Diable Rouge;;;
4.8303912;45.7984312003726;node/3585675474;cheese;Comptoir des fromages Pernet;;;
4.8692571;45.7362239003814;node/3592752293;florist;Fleur et Sens;;;
4.8241601;45.7469338003799;node/3627385132;greengrocer;Cerise et Potiron;Cerise et Potiron;;
4.8315874;45.7613036003779;node/3627385133;greengrocer;Cerise et Potiron;Cerise et Potiron;;
4.833983;45.7758546003758;node/3656668163;antiques;La Valise d'Elise;;;no
4.823863;45.7739367003761;node/3662079561;florist;Pollen de fleur;;;limited
4.8331356;45.760819600378;node/3698330432;alcohol;Nicolas;Nicolas;;yes
4.8571948;45.7688444003768;node/3707044362;alcohol;Les Domaines qui Montent;;;no
4.8218172;45.7733796003762;node/3729223314;florist;Les Fleurs d'Anna;;;
4.8237998;45.7741345003761;node/3729785860;shoemaker;Cordonnerie;;;
4.8430081;45.7565241003786;node/3766774654;alcohol;Banastou & Fourquet;;;
4.8412557;45.7601108003781;node/3773002599;bicycle;Giant Store Lyon;;;
4.8669577;45.7566819003785;node/3833020953;florist;Au Val des Roses;;;no
4.867024;45.7568041003785;node/3833020954;butcher;Paupiette;;;no
4.8864924;45.7500568003795;node/388179387;butcher;Boucherie Traiteur du 3ème;;;
4.8877964;45.7501211003795;node/388179388;farm;Collectif branche nature;;;
4.8867875;45.7501557003795;node/388179389;florist;Fleuralyon;;;
4.8489598;45.7595647003781;node/4017902619;alcohol;La Maison des Rhums;;;no
4.8327055;45.7687471003768;node/4018765017;pottery;Manitas - café céramique;;;
4.8315658;45.7752609003759;node/4063109407;cheese;Gérentes Fromagerie de Montagne;;;
4.8314836;45.7753719003759;node/4065917089;butcher;Maison Perrier;;;
4.7960595;45.7564669003786;node/4264226305;alcohol;Maison des Vins;;;
4.8304364;45.7293308003824;node/4403121744;musical_instrument;Star's Music;;Star's Music;
4.8450618;45.7641975003775;node/4421295211;bicycle;Altermove;;;
4.8267382;45.7611804003779;node/4426460193;deli;Herboristerie;;;
4.8630493;45.7638223003776;node/4426486393;florist;Fleuralia;;;
4.8332675;45.7614502003779;node/4426502690;chocolate;Le comptoir de Mathilde;Le comptoir de Mathilde;;
4.8273863;45.7620706003778;node/4426684090;deli;Secrets d'apiculteur;;;
4.8273929;45.7620868003778;node/4426684589;deli;La Belle-Iloise;;;
4.8282715;45.760719600378;node/4426788989;musical_instrument;Espace Myriapode (EML Pianos Lyon);;;
4.8331569;45.7765495003757;node/4427483291;greengrocer;Voie verte;;;
4.8321957;45.7733749003762;node/4427608193;confectionery;Praline et Chocolat;;M. et Mme. LARDET;
4.8321337;45.7730571003762;node/4427608195;butcher;Tête Bech;;;
4.8320453;45.7734850003762;node/4427613992;art;Imag'In;;;limited
4.8322064;45.7734552003762;node/4427633590;art;Charlotte Goldspink;;;limited
4.8395256;45.7483057003797;node/4427662191;antiques;Réparation meubles anciens;;;
4.8453529;45.7503937003794;node/4460871000;bicycle;Peugeot Cycles;;;yes
4.8674881;45.7583064003783;node/4471398446;tailor;Point Retouche;;;
4.8644671;45.7570194003785;node/4471398448;farm;Voie Verte;;;yes
4.8464152;45.7453023003802;node/4495124290;bicycle;Cycle Service;;;
4.8426981;45.7469401003799;node/4611361411;cheese;Fromagerie Les Trois Jean;;;
4.8562025;45.7689882003768;node/4663215504;butcher;L'héritage;;;
4.8321971;45.7764272003758;node/4694191926;chocolate;Pralus Lyon - Croix Rousse;Pralus;;
4.8451066;45.7639653003775;node/4701799607;bicycle;ECOX LYON;;;
4.8577115;45.767533400377;node/4708165193;tailor;Tailor Corner;;;
4.8331323;45.7779515003755;node/4708170463;tailor;Costumes Spinelli;;;no
4.8548318;45.7635483003776;node/4718729180;alcohol;A Cours des Vins;;;
4.8642089;45.7459320003801;node/4734348929;florist;Aquafleurs;;;yes
4.8056633;45.781507000375;node/4734545682;bicycle;Atelier Vélo Change de Chaîne;;;no
4.8294595;45.7690770003768;node/4767263599;alcohol;Micro Sillon;;;
4.8327331;45.7795608003753;node/4769069324;butcher;Domaine de Limagne;;;yes
4.8114522;45.7715957003764;node/4792381135;musical_instrument;Promeus;;;
4.8113538;45.7717527003764;node/4792381136;upholsterer;La Chaiserie;;;
4.8113072;45.7718195003764;node/4792381137;musical_instrument;La Croche;;;
4.8112787;45.7718721003764;node/4792389976;upholsterer;Le Petit Clouté;;;
4.8331944;45.7628093003777;node/4824836121;chocolate;Pralus Chocolats;Pralus;;
4.833203;45.7769695003756;node/4885280655;bicycle;Cyclable Croix-Rousse;;;
4.8086086;45.7742475003761;node/4885308384;bicycle;Méca Vélo;;;
4.8262644;45.767357700377;node/4894369158;bicycle;Véran des Champs;;;
4.8425985;45.7565659003786;node/4909474087;bicycle;Moustache Store by Vélonaute;;;
4.8105437;45.7564200003786;node/4927120134;bicycle;Poujade Didier;;;no
4.8254773;45.7597495003781;node/4930449905;cheese;Fromagerie Cave à Manger;;;
4.8367953;45.7709517003765;node/4930496013;musical_instrument;Artiste Audio;;;
4.8421771;45.7567464003785;node/4958996330;second_hand;Cash Express Lyon 4;;;
4.827022;45.7627968003777;node/4975931423;alcohol;Antic Wine;Antic Wine;;
4.8863564;45.7500310003795;node/5039727656;cheese;Fromager de Montchat;;;yes
4.8867569;45.7503636003794;node/5039727658;chocolate;Délices de Montchat;;;
4.887371;45.7505551003794;node/5039727660;alcohol;Nicolas Lyon Montchat;Nicolas;;
4.8287524;45.7298724003823;node/506914964;florist;Aux Bouquets d'Amandine;;;limited
4.8634723;45.7569570003785;node/5099852763;shoemaker;Multiservice Paul Bert;;;
4.8333654;45.7759833003758;node/5146106326;cheese;Fromagerie Galland;;;
4.8453819;45.7515106003793;node/5167530992;tailor;Lilia;;;
4.8268113;45.774668200376;node/5222825021;deli;L'Épicurie;;;
4.845885;45.7726047003763;node/5228933221;florist;Sixième Fleurs;;;
4.8275042;45.7611728003779;node/5262333342;musical_instrument;Espace Myriapode (EML Pianos Lyon);;;
4.8331471;45.7656810003773;node/5271521720;cheese;Le Plateau de Pierre;;;
4.8331506;45.7656098003773;node/5271542455;fabric;Lingétoile;;;yes
4.8430274;45.7579160003784;node/528859248;butcher;Boucherie Méditerranée;;;
4.8417535;45.7571143003785;node/5325674943;painter;Atelier An.Berto;;;no
4.8526018;45.7689902003768;node/5350925955;chocolate;Florent Thevenon Chocolatier;;;
4.8319088;45.7619061003778;node/5374803731;alcohol;Guyot Lyon St Antoine;Guyot;;yes
4.8048449;45.7760687003758;node/5381482678;shoemaker;Cordonnerie de Bourgogne;;;
4.8046571;45.7762773003758;node/5381482680;clockmaker;Horlogerie de la Pyramide;;;
4.8409316;45.7575018003784;node/539430204;butcher;Chez François;;;
4.8329269;45.7761576003758;node/5404138009;butcher;Sibilia;;;
4.8322019;45.7762261003758;node/5404138012;butcher;Boucherie du Plateau;;;
4.8489281;45.7507004003794;node/5469805141;antiques;Anne & Thierry;;;
4.8438676;45.7697209003767;node/5511435330;alcohol;La vieille réserve;;;no
4.8849459;45.7540837003789;node/5536564125;deli;L'Atelier Espagnol;;;
4.8275915;45.7664712003772;node/5559089226;musical_instrument;Contal musique;;;
4.8309763;45.7670156003771;node/5607956122;bicycle;Grimpeurs Cyclist House;;;
4.831329;45.767664300377;node/5613162114;musical_instrument;La Baguetterie;;;
4.8423613;45.767694100377;node/5620559534;deli;C-Gastronomie;;;
4.8424909;45.767704900377;node/5620559536;antiques;L'Indifférent;;;
4.8442846;45.767771500377;node/5625407664;alcohol;Nicolas;Nicolas;;
4.8443084;45.767634300377;node/5625407667;tea;Palais des Thés;;;
4.841159;45.7411725003807;node/5635233129;paint;Zolpan Lyon;Zolpan;;yes
4.860317;45.7703529003766;node/5644129274;butcher;Biolal;;;limited
4.8607033;45.7703972003766;node/5644129277;shoemaker;Cordonnerie - Serrurerie Sportes;;;no
4.8618836;45.7699155003767;node/5644129278;florist;Monceau Fleurs;Monceau Fleurs;;
4.8760193;45.7560006003786;node/5665579347;butcher;Boucherie des Maisons Neuves;;;yes
4.806772;45.7786526003754;node/5706459500;tailor;Atelier du fil;;;
4.8055416;45.7720928003764;node/5715866300;upholsterer;JOY;;;
4.7975982;45.7735296003762;node/5760400202;paint;Couleurs de Tollens Lyon Vaise;Couleurs de Tollens;;
4.8657712;45.7450614003802;node/5760540671;farm;Terres Lyonnaises;;;
4.8179193;45.7409047003808;node/5825523168;chocolate;Jeff de Bruges Lyon Confluence;Jeff de Bruges;;yes
4.8186952;45.7408499003808;node/5825525369;deli;Maison Cellerier;;;yes
4.8425473;45.7694529003767;node/5827681954;flooring;Simac Home Design;;;
4.8448116;45.7690085003768;node/5838504949;alcohol;Vignes et Vins, Fazeli & Fils;;;
4.8084104;45.7737919003761;node/5849790121;cheese;Lachaume;;;
4.8079419;45.7740171003761;node/5849790129;chocolate;Voisin Vaise;Voisin;;
4.8072871;45.774328100376;node/5849790138;florist;Dahlia Shop;Interflora;;
4.8072393;45.774496000376;node/5849790141;wine;Le Troisième Fleuve;;;
4.8063686;45.774897600376;node/5849790157;alcohol;La Houblonnerie;;;
4.8062613;45.774806900376;node/5849790159;fabric;La Maison des Tissus;;;
4.8061929;45.7749702003759;node/5849790165;shoemaker;Rafi Services;;;
4.8331219;45.7301600003823;node/5882923865;florist;B. B. Fleurs;;;
4.8328001;45.7583880003783;node/5892834585;deli;Pignol;;;
4.8722452;45.7450522003802;node/5894675190;shoemaker;Cordonnerie 2000;;;
4.8718284;45.7448690003802;node/5894681085;gardener;Les Gertrude;;;
4.8437804;45.7647450003774;node/5924443771;bicycle;Etablicyclette;;;
4.8343776;45.7594154003782;node/5941381061;chocolate;Dufoux Chocolats;Dufoux Chocolats;;yes
4.8360723;45.7572904003785;node/6065970598;second_hand;Easycash;Easycash;;
4.873598;45.7586614003783;node/6089190085;tailor;La bienfaisance de Willermoz;;;
4.8301374;45.7547639003788;node/6118421021;shoe_repair;Cinq'set;;;
4.8331811;45.7697061003767;node/6137157711;wine;Odessa Comptoir;;;
4.8565513;45.767298400377;node/6142064079;tailor;Le Tailor du 6ème;;;yes
4.8323166;45.7801840003752;node/6165650988;second_hand;Cash express;;Cash express;
4.8379354;45.7621915003778;node/6341881612;second_hand;Bernard-Peron Commissaires-priseurs;;;
4.8280137;45.7631471003776;node/6341893651;florist;Aux Azalées;;;
4.8352504;45.7633612003776;node/6342562891;chocolate;Voisin Grenette;Voisin;;
4.867415;45.7567736003785;node/6342591979;wine;Chardonnay et Cie;;;yes
4.8697787;45.7426786003805;node/6343121989;shoemaker;Cordonnerie Monplaisir;;;yes
4.8696474;45.7424827003805;node/6352642212;wine;Cave Gilles Grangier;;;yes
4.8487498;45.7688622003768;node/6368033186;deli;Naturalmente Italiano;;;
4.8431516;45.7656461003773;node/6376356164;pottery;D. Vannet;;;
4.8423558;45.7662663003772;node/6376359248;shoemaker;L’art De la Pompe;;;
4.8357535;45.7695618003767;node/6378772453;florist;Lotus Fleurs;;;
4.847437;45.7634819003776;node/6383801200;florist;Rouge Passion;;;
4.8517858;45.7631825003776;node/6390527478;florist;;;;
4.8547941;45.753316500379;node/6398143212;shoemaker;La Cordonnerie;;;no
4.8542818;45.753148000379;node/6400367828;butcher;Boucherie Bernardin;;;no
4.8550868;45.7688574003768;node/6406365100;farm;Ma ferme en ville - Brotteaux;Ma ferme en ville;;
4.8445039;45.7666929003771;node/6407230366;deli;Comtesse du Barry;Comtesse du Barry;;
4.8445432;45.7645601003774;node/6416941184;florist;Atelier Lavarenne;;Sylvie Lavarenne;
4.8377354;45.7718835003764;node/6418795786;musical_instrument;Atelier Bergeron;;;
4.8472562;45.7515748003793;node/6421354885;tailor;Les doigts de fée;;;no
4.832431;45.7763493003758;node/6422696209;chocolate;Voisin Croix Rousse;Voisin;;
4.8384148;45.7471551003799;node/6479882269;shoemaker;Cordonnerie Sert Service;;;
4.8446908;45.7496201003795;node/6480698487;alcohol;Cavavin;;;
4.8562905;45.7684418003769;node/6485484744;shoemaker;services Bossuet;;;
4.8350454;45.7687330003768;node/6496967796;luthier;Christian Charlemagne Luthier;;;
4.855246;45.7698284003767;node/6517954125;wine;Vitton Vins;;;
4.8405082;45.7529895003791;node/6520963389;florist;La Cour des Fleurs;;;
4.8553346;45.7656955003773;node/6524571487;shoemaker;Cordonnerie Daniel;;;
4.8327487;45.7691294003768;node/6536933873;brewery;Tom & Co;;;
4.8445883;45.7702488003766;node/6564297911;antiques;De Baecque;;;
4.8152245;45.7354325003815;node/6567757815;bicycle;Ambassade Probikeshop;;;yes
